event_id,participant_id,company,plan_type,vest_date,shares,price_usd,value_usd,status
V01894,P100067,Barclays,RSU,2026-05-19,160,143.35,22935.55,vested
V01503,P100353,DHL,RSU,2026-05-19,64,172.71,11053.35,vested
V01142,P100045,Unilever,ESPP,2026-05-19,195,25.38,4948.67,vested
V00954,P100234,BP,RSU,2026-05-20,249,76.66,19089.06,vested
V00484,P100344,Novartis,RSU,2026-05-20,48,133.72,6418.65,vested
V00660,P100447,DHL,RSU,2026-05-20,160,121.57,19450.74,vested
V00507,P100355,DHL,RSU,2026-05-21,148,199.18,29478.21,vested
V00927,P100416,SAP,RSU,2026-05-22,216,91.24,19708.78,vested
V01102,P100470,Barclays,ESPP,2026-05-22,190,63.45,12055.67,vested
V00914,P100212,AstraZeneca,SAYE,2026-05-23,126,27.09,3413.08,vested
V01138,P100375,SAP,SAYE,2026-05-24,60,27.58,1654.77,vested
V00858,P100469,Coca-Cola,SAYE,2026-05-24,158,30.41,4804.29,vested
V00679,P100356,Novartis,RSU,2026-05-24,106,84.89,8998.06,vested
V00295,P100456,Vodafone,RSU,2026-05-25,236,103.95,24532.13,vested
V00762,P100009,Coca-Cola,RSU,2026-05-25,105,128.71,13514.31,vested
V00931,P100478,Siemens,RSU,2026-05-26,15,76.89,1153.36,vested
V01171,P100473,SAP,RSU,2026-05-26,112,99.64,11160.21,vested
V00653,P100286,SAP,RSU,2026-05-26,128,90.2,11545.24,vested
V01484,P100080,Siemens,ESPP,2026-05-27,62,27.53,1706.73,vested
V01408,P100201,Vodafone,RSU,2026-05-27,149,115.31,17181.42,vested
V00000,P100201,Vodafone,RSU,2026-05-27,234,140.27,32822.22,vested
V00091,P100237,Novartis,RSU,2026-05-27,58,177.02,10267.13,vested
V00463,P100154,SAP,RSU,2026-05-27,189,76.47,14452.64,vested
V00701,P100035,AstraZeneca,ESPP,2026-05-27,133,23.3,3099.18,vested
V00138,P100034,Coca-Cola,RSU,2026-05-28,204,202.21,41250.03,vested
V00421,P100326,Unilever,RSU,2026-05-28,59,121.59,7173.57,vested
V00370,P100377,Coca-Cola,RSU,2026-05-28,64,107.94,6908.38,vested
V01774,P100130,AstraZeneca,RSU,2026-05-29,46,131.79,6062.33,vested
V01120,P100121,Siemens,ESPP,2026-05-29,13,38.37,498.77,vested
V01459,P100107,AstraZeneca,RSU,2026-05-29,94,129.82,12202.84,vested
V01329,P100350,DHL,RSU,2026-05-29,126,176.68,22261.5,vested
V01539,P100445,Siemens,ESPP,2026-05-30,23,87.39,2009.88,vested
V00879,P100004,SAP,RSU,2026-05-30,201,150.03,30156.53,vested
V00453,P100204,SAP,SAYE,2026-05-31,81,41.71,3378.22,vested
V00625,P100119,Siemens,RSU,2026-05-31,222,184.66,40993.76,vested
V00082,P100143,DHL,RSU,2026-05-31,129,103.99,13414.59,vested
V01397,P100132,DHL,RSU,2026-06-01,190,66.9,12711.49,vested
V00213,P100399,Coca-Cola,RSU,2026-06-01,132,199.65,26353.65,vested
V00304,P100037,Coca-Cola,SAYE,2026-06-02,36,42.11,1516.0,vested
V00603,P100084,SAP,RSU,2026-06-02,207,204.03,42234.16,vested
V00035,P100428,SAP,SAYE,2026-06-02,85,14.71,1250.67,vested
V00219,P100188,Novartis,RSU,2026-06-02,110,206.24,22686.48,vested
V01812,P100449,DHL,SAYE,2026-06-03,213,31.87,6788.71,vested
V01391,P100184,Novartis,RSU,2026-06-03,102,175.35,17886.1,vested
V01770,P100433,Unilever,ESPP,2026-06-03,98,35.56,3484.4,vested
V01245,P100075,AstraZeneca,RSU,2026-06-03,208,139.79,29075.67,vested
V01353,P100308,AstraZeneca,RSU,2026-06-04,195,212.33,41403.97,vested
V00152,P100067,Barclays,RSU,2026-06-04,146,121.98,17809.5,vested
V01394,P100128,SAP,ESPP,2026-06-04,215,46.69,10038.09,vested
V00242,P100032,Barclays,ESPP,2026-06-04,198,72.51,14357.89,vested
V00139,P100277,Coca-Cola,RSU,2026-06-04,107,186.78,19985.81,vested
V01267,P100069,Coca-Cola,RSU,2026-06-04,228,78.69,17940.57,vested
V01370,P100349,SAP,ESPP,2026-06-04,8,36.56,292.5,vested
V00825,P100145,AstraZeneca,RSU,2026-06-05,86,212.09,18240.1,vested
V01221,P100412,SAP,SAYE,2026-06-07,79,27.95,2208.17,vested
V00994,P100414,SAP,RSU,2026-06-07,49,73.75,3613.53,vested
V00588,P100205,AstraZeneca,ESPP,2026-06-07,81,64.96,5262.04,vested
V01564,P100409,Vodafone,RSU,2026-06-07,242,155.61,37658.11,vested
V01697,P100298,Novartis,RSU,2026-06-08,145,175.81,25492.15,vested
V00155,P100286,SAP,SAYE,2026-06-08,213,38.15,8126.24,vested
V01845,P100077,Siemens,RSU,2026-06-08,89,76.9,6843.81,vested
V00643,P100463,Barclays,SAYE,2026-06-08,158,13.42,2120.67,vested
V01732,P100274,Siemens,ESPP,2026-06-09,14,78.69,1101.61,vested
V00271,P100266,AstraZeneca,SAYE,2026-06-09,221,39.51,8731.88,vested
V01339,P100204,SAP,RSU,2026-06-09,242,82.34,19925.42,vested
V01558,P100202,Coca-Cola,RSU,2026-06-09,50,138.2,6909.92,vested
V01626,P100391,SAP,RSU,2026-06-09,230,104.12,23946.47,vested
V00436,P100347,AstraZeneca,SAYE,2026-06-10,152,24.39,3707.72,vested
V01777,P100053,Siemens,SAYE,2026-06-11,133,29.72,3952.95,vested
V01495,P100276,Barclays,ESPP,2026-06-11,182,83.98,15284.96,vested
V01351,P100432,Siemens,ESPP,2026-06-11,73,43.7,3190.04,vested
V01844,P100273,DHL,RSU,2026-06-11,35,177.15,6200.09,vested
V01364,P100303,Coca-Cola,ESPP,2026-06-12,56,19.97,1118.51,vested
V00096,P100280,SAP,RSU,2026-06-12,169,134.09,22660.79,vested
V00828,P100119,Siemens,ESPP,2026-06-13,206,51.71,10653.22,vested
V00552,P100009,Coca-Cola,RSU,2026-06-13,77,115.51,8894.55,vested
V01634,P100211,DHL,RSU,2026-06-13,218,156.18,34047.1,vested
V00369,P100288,DHL,ESPP,2026-06-14,63,88.24,5559.34,vested
V01540,P100447,DHL,ESPP,2026-06-14,171,30.33,5186.71,vested
V00777,P100244,DHL,ESPP,2026-06-15,47,60.5,2843.54,vested
V00574,P100442,Novartis,ESPP,2026-06-16,41,41.84,1715.27,vested
V00149,P100047,AstraZeneca,RSU,2026-06-16,243,94.67,23005.77,vested
V00499,P100177,Vodafone,SAYE,2026-06-16,201,15.18,3050.78,vested
V01288,P100163,SAP,RSU,2026-06-17,85,102.59,8719.8,vested
V01642,P100126,Barclays,RSU,2026-06-17,42,60.39,2536.2,vested
V01646,P100081,Barclays,RSU,2026-06-18,135,213.95,28883.82,vested
V01041,P100124,SAP,ESPP,2026-06-18,29,60.39,1751.41,vested
V01150,P100281,AstraZeneca,RSU,2026-06-19,130,213.79,27792.39,vested
V00555,P100270,SAP,ESPP,2026-06-19,156,44.7,6973.89,vested
V01004,P100082,Unilever,RSU,2026-06-19,62,135.2,8382.3,vested
V00303,P100137,Coca-Cola,RSU,2026-06-19,36,83.19,2994.71,vested
V00420,P100252,Coca-Cola,RSU,2026-06-19,224,165.26,37018.84,vested
V00329,P100275,Barclays,RSU,2026-06-19,23,106.48,2448.93,vested
V01448,P100252,Coca-Cola,ESPP,2026-06-20,127,17.35,2204.01,vested
V00355,P100305,Coca-Cola,RSU,2026-06-20,119,208.22,24778.5,vested
V01850,P100462,Vodafone,SAYE,2026-06-20,98,34.46,3377.33,vested
V01087,P100471,Coca-Cola,RSU,2026-06-21,17,95.12,1616.97,vested
V00773,P100183,Barclays,RSU,2026-06-21,33,115.48,3810.85,vested
V01748,P100123,Coca-Cola,SAYE,2026-06-21,194,29.78,5778.11,vested
V01069,P100382,Novartis,SAYE,2026-06-23,183,37.3,6825.48,vested
V01297,P100060,Siemens,RSU,2026-06-24,16,151.28,2420.44,vested
V00839,P100458,Novartis,RSU,2026-06-24,67,136.0,9111.97,vested
V00841,P100388,SAP,ESPP,2026-06-25,244,20.05,4891.66,vested
V01854,P100288,DHL,RSU,2026-06-25,50,217.65,10882.37,vested
V01755,P100394,SAP,RSU,2026-06-26,116,135.11,15672.9,vested
V01299,P100189,AstraZeneca,RSU,2026-06-26,207,201.89,41791.01,vested
V01252,P100167,Unilever,RSU,2026-06-26,202,61.62,12447.65,vested
V00645,P100131,BP,ESPP,2026-06-26,109,69.7,7597.44,vested
V00796,P100453,AstraZeneca,SAYE,2026-06-27,136,19.2,2611.46,vested
V01404,P100342,Unilever,RSU,2026-06-27,215,202.65,43570.21,vested
V00740,P100389,Unilever,SAYE,2026-06-28,49,14.33,702.39,vested
V01078,P100376,BP,RSU,2026-06-28,113,135.74,15338.37,vested
V00003,P100424,DHL,RSU,2026-06-28,38,141.17,5364.53,vested
V01013,P100344,Novartis,ESPP,2026-06-28,234,54.53,12759.24,vested
V01340,P100281,AstraZeneca,SAYE,2026-06-28,114,28.46,3243.97,vested
V00086,P100028,SAP,RSU,2026-06-28,212,82.06,17397.55,vested
V01698,P100014,Coca-Cola,RSU,2026-06-28,115,141.67,16292.05,vested
V00397,P100103,Vodafone,RSU,2026-06-29,44,154.32,6790.3,vested
V01033,P100055,Novartis,RSU,2026-06-30,19,78.27,1487.12,vested
V00995,P100458,Novartis,ESPP,2026-06-30,89,60.71,5403.34,vested
V00920,P100366,Novartis,RSU,2026-07-01,129,198.81,25646.88,vested
V00071,P100134,DHL,RSU,2026-07-01,129,107.9,13919.0,vested
V01183,P100246,DHL,SAYE,2026-07-01,187,38.2,7142.7,vested
V01823,P100455,AstraZeneca,RSU,2026-07-02,138,88.49,12211.31,vested
V01630,P100214,Novartis,SAYE,2026-07-02,160,13.06,2088.98,vested
V01160,P100457,Coca-Cola,RSU,2026-07-02,136,134.52,18294.75,vested
V00214,P100172,AstraZeneca,RSU,2026-07-02,230,153.15,35223.75,vested
V00644,P100274,Siemens,RSU,2026-07-02,17,148.44,2523.48,vested
V00157,P100380,DHL,SAYE,2026-07-02,232,32.71,7589.46,vested
V01703,P100261,Unilever,SAYE,2026-07-03,229,17.86,4090.95,vested
V01435,P100459,Siemens,ESPP,2026-07-03,171,46.17,7895.0,vested
V01204,P100446,Vodafone,RSU,2026-07-03,179,171.1,30627.13,vested
V01568,P100344,Novartis,SAYE,2026-07-04,103,22.91,2360.02,vested
V00236,P100096,Barclays,RSU,2026-07-04,29,86.94,2521.33,vested
V00600,P100139,SAP,RSU,2026-07-04,82,163.14,13377.22,vested
V01893,P100373,Barclays,RSU,2026-07-04,106,144.02,15265.61,vested
V00225,P100223,Vodafone,RSU,2026-07-05,89,113.25,10079.15,vested
V01891,P100473,SAP,RSU,2026-07-06,138,218.28,30122.31,vested
V00881,P100162,AstraZeneca,RSU,2026-07-06,88,187.52,16501.36,vested
V01680,P100036,SAP,ESPP,2026-07-06,54,52.12,2814.33,vested
V01859,P100210,Siemens,ESPP,2026-07-07,161,35.02,5638.68,vested
V00939,P100146,Barclays,RSU,2026-07-07,176,68.59,12072.62,vested
V01695,P100407,Unilever,RSU,2026-07-07,31,179.48,5563.78,vested
V01635,P100131,BP,RSU,2026-07-08,86,181.44,15603.64,vested
V00814,P100250,Siemens,RSU,2026-07-08,87,112.16,9757.8,vested
V01159,P100406,AstraZeneca,RSU,2026-07-08,147,106.86,15709.07,vested
V01579,P100234,BP,RSU,2026-07-09,102,174.21,17769.37,vested
V00119,P100215,Novartis,RSU,2026-07-09,119,118.15,14060.43,vested
V01826,P100103,Vodafone,RSU,2026-07-09,241,60.56,14594.77,vested
V00461,P100298,Novartis,RSU,2026-07-09,113,149.74,16920.38,vested
V00514,P100022,Vodafone,SAYE,2026-07-10,185,22.13,4093.94,vested
V01745,P100187,SAP,RSU,2026-07-10,191,66.52,12704.81,vested
V00296,P100326,Unilever,ESPP,2026-07-10,168,56.2,9440.8,vested
V00657,P100002,Unilever,RSU,2026-07-11,178,213.59,38019.16,vested
V01222,P100284,DHL,RSU,2026-07-11,162,192.38,31166.02,vested
V00724,P100387,Vodafone,RSU,2026-07-11,78,201.41,15710.29,vested
V01896,P100190,BP,ESPP,2026-07-11,104,59.98,6238.28,vested
V00322,P100471,Coca-Cola,RSU,2026-07-12,145,126.67,18367.46,vested
V00126,P100033,Barclays,SAYE,2026-07-12,205,12.04,2467.18,vested
V01666,P100043,Barclays,ESPP,2026-07-12,111,23.58,2617.82,vested
V01532,P100331,AstraZeneca,RSU,2026-07-12,80,205.25,16419.87,vested
V00284,P100141,Coca-Cola,RSU,2026-07-13,159,99.33,15792.76,vested
V01476,P100289,SAP,RSU,2026-07-13,35,127.32,4456.19,vested
V00416,P100229,SAP,RSU,2026-07-13,241,90.74,21867.92,vested
V00470,P100049,SAP,SAYE,2026-07-13,133,37.61,5002.02,vested
V01070,P100147,DHL,RSU,2026-07-14,89,167.35,14894.18,vested
V01522,P100254,AstraZeneca,SAYE,2026-07-14,26,22.41,582.74,vested
V00924,P100140,Coca-Cola,ESPP,2026-07-15,36,46.54,1675.53,vested
V00925,P100458,Novartis,ESPP,2026-07-15,202,16.14,3260.13,vested
V00259,P100406,AstraZeneca,RSU,2026-07-15,27,129.99,3509.76,vested
V00083,P100299,Siemens,RSU,2026-07-16,73,128.65,9391.6,vested
V01095,P100019,Siemens,ESPP,2026-07-17,81,76.56,6201.23,vested
V00586,P100424,DHL,RSU,2026-07-17,120,175.75,21089.46,vested
V00353,P100026,Coca-Cola,RSU,2026-07-18,58,209.77,12166.52,vested
V00099,P100075,AstraZeneca,ESPP,2026-07-18,24,35.9,861.68,vested
V01211,P100026,Coca-Cola,RSU,2026-07-18,194,67.49,13092.83,vested
V00809,P100180,BP,RSU,2026-07-19,144,200.68,28897.65,vested
V00661,P100061,Coca-Cola,RSU,2026-07-19,100,138.31,13830.88,vested
V00268,P100068,SAP,RSU,2026-07-19,208,154.72,32181.86,vested
V00544,P100459,Siemens,ESPP,2026-07-20,76,15.92,1209.86,vested
V00795,P100067,Barclays,RSU,2026-07-20,20,200.64,4012.81,vested
V01710,P100373,Barclays,ESPP,2026-07-20,30,45.11,1353.42,vested
V01371,P100257,SAP,RSU,2026-07-20,92,162.59,14958.31,vested
V00156,P100105,Novartis,RSU,2026-07-21,208,179.81,37400.96,vested
V00433,P100012,Siemens,RSU,2026-07-21,164,167.99,27550.09,vested
V00033,P100209,Coca-Cola,RSU,2026-07-21,71,212.86,15113.14,vested
V00488,P100034,Coca-Cola,RSU,2026-07-21,165,76.47,12617.59,vested
V00723,P100470,Barclays,ESPP,2026-07-22,178,42.46,7558.19,vested
V01169,P100223,Vodafone,RSU,2026-07-23,93,67.35,6263.54,vested
V01639,P100436,SAP,SAYE,2026-07-23,69,38.11,2629.32,vested
V00047,P100395,Coca-Cola,RSU,2026-07-24,120,155.15,18618.29,vested
V00606,P100209,Coca-Cola,RSU,2026-07-24,154,128.46,19782.25,vested
V01741,P100053,Siemens,RSU,2026-07-24,236,112.32,26507.11,vested
V01218,P100326,Unilever,ESPP,2026-07-24,171,27.02,4620.49,vested
V01055,P100155,Siemens,RSU,2026-07-24,11,187.01,2057.09,vested
V01365,P100421,SAP,ESPP,2026-07-24,249,38.84,9670.66,vested
V00533,P100125,Coca-Cola,RSU,2026-07-25,164,166.91,27372.69,vested
V00628,P100141,Coca-Cola,RSU,2026-07-25,108,132.88,14351.57,vested
V01202,P100235,Unilever,ESPP,2026-07-26,163,52.32,8527.67,vested
V00474,P100280,SAP,RSU,2026-07-27,88,174.0,15311.74,vested
V01715,P100322,Barclays,RSU,2026-07-27,88,67.27,5919.67,vested
V00992,P100181,BP,RSU,2026-07-27,100,181.55,18154.76,vested
V00105,P100149,SAP,RSU,2026-07-27,170,78.44,13335.36,vested
V00542,P100198,AstraZeneca,ESPP,2026-07-28,87,69.45,6041.9,vested
V01489,P100260,SAP,ESPP,2026-07-28,66,43.4,2864.25,vested
V01530,P100234,BP,RSU,2026-07-28,211,175.15,36956.66,vested
V00538,P100023,BP,RSU,2026-07-29,233,101.97,23758.21,vested
V01059,P100316,Barclays,RSU,2026-07-29,203,125.61,25498.44,vested
V00318,P100012,Siemens,RSU,2026-07-30,22,116.0,2552.0,vested
V01577,P100226,SAP,ESPP,2026-07-30,86,40.27,3463.31,vested
V00535,P100437,Coca-Cola,RSU,2026-07-30,145,153.36,22237.05,vested
V01039,P100156,AstraZeneca,SAYE,2026-07-31,230,22.66,5211.21,vested
V01217,P100438,Novartis,RSU,2026-07-31,5,115.19,575.96,vested
V01135,P100153,DHL,SAYE,2026-07-31,52,36.75,1911.24,vested
V01341,P100101,Siemens,RSU,2026-08-01,117,91.64,10722.2,upcoming
V00848,P100450,SAP,ESPP,2026-08-01,178,47.19,8399.18,upcoming
V00257,P100363,SAP,RSU,2026-08-02,126,137.87,17372.07,upcoming
V01506,P100076,Barclays,ESPP,2026-08-02,219,20.6,4510.79,upcoming
V00765,P100040,Coca-Cola,RSU,2026-08-03,140,206.44,28901.51,upcoming
V01151,P100375,SAP,RSU,2026-08-03,229,76.77,17579.79,upcoming
V01735,P100370,Novartis,ESPP,2026-08-03,37,15.92,588.98,upcoming
V00011,P100343,DHL,RSU,2026-08-03,100,123.57,12357.34,upcoming
V00923,P100003,Siemens,ESPP,2026-08-04,122,58.8,7174.04,upcoming
V00495,P100388,SAP,RSU,2026-08-06,238,200.13,47631.1,upcoming
V01037,P100442,Novartis,ESPP,2026-08-07,210,83.04,17439.37,upcoming
V00235,P100263,SAP,SAYE,2026-08-09,208,16.27,3384.4,upcoming
V01094,P100022,Vodafone,RSU,2026-08-09,131,66.93,8768.45,upcoming
V00377,P100096,Barclays,ESPP,2026-08-10,88,17.99,1583.24,upcoming
V00818,P100007,Novartis,RSU,2026-08-11,67,196.11,13139.4,upcoming
V01788,P100305,Coca-Cola,RSU,2026-08-11,68,175.46,11931.24,upcoming
V01220,P100127,SAP,RSU,2026-08-11,75,140.14,10510.42,upcoming
V01723,P100168,Barclays,RSU,2026-08-11,80,177.59,14207.05,upcoming
V01739,P100082,Unilever,SAYE,2026-08-12,219,29.7,6503.48,upcoming
V00619,P100272,SAP,ESPP,2026-08-12,123,77.18,9492.88,upcoming
V01056,P100145,AstraZeneca,RSU,2026-08-13,199,108.04,21499.9,upcoming
V01219,P100171,Coca-Cola,SAYE,2026-08-13,130,32.64,4243.05,upcoming
V00721,P100473,SAP,RSU,2026-08-14,240,60.05,14412.07,upcoming
V00743,P100109,BP,ESPP,2026-08-14,36,61.95,2230.33,upcoming
V01529,P100359,DHL,RSU,2026-08-14,212,202.52,42935.23,upcoming
V01195,P100435,AstraZeneca,ESPP,2026-08-15,97,63.08,6118.74,upcoming
V00090,P100427,Unilever,SAYE,2026-08-15,69,15.46,1066.91,upcoming
V01027,P100311,Coca-Cola,RSU,2026-08-15,19,190.35,3616.59,upcoming
V01717,P100174,AstraZeneca,ESPP,2026-08-16,219,46.77,10243.1,upcoming
V00617,P100286,SAP,SAYE,2026-08-16,82,34.7,2845.27,upcoming
V00676,P100426,AstraZeneca,RSU,2026-08-17,197,192.8,37981.18,upcoming
V01785,P100143,DHL,RSU,2026-08-17,88,195.33,17188.66,upcoming
V00333,P100007,Novartis,RSU,2026-08-18,18,118.3,2129.35,upcoming
V01453,P100263,SAP,RSU,2026-08-19,168,155.79,26172.73,upcoming
V00429,P100108,SAP,RSU,2026-08-20,200,151.6,30319.67,upcoming
V01208,P100363,SAP,RSU,2026-08-20,158,159.34,25175.43,upcoming
V01841,P100124,SAP,RSU,2026-08-21,82,78.3,6420.87,upcoming
V01455,P100061,Coca-Cola,RSU,2026-08-21,217,84.86,18415.48,upcoming
V01456,P100229,SAP,ESPP,2026-08-21,177,55.0,9735.73,upcoming
V00764,P100194,SAP,RSU,2026-08-21,248,105.07,26057.88,upcoming
V01091,P100193,Unilever,RSU,2026-08-21,174,198.18,34482.63,upcoming
V00794,P100427,Unilever,ESPP,2026-08-22,171,64.66,11056.28,upcoming
V00330,P100178,BP,RSU,2026-08-22,158,125.96,19901.19,upcoming
V01031,P100002,Unilever,RSU,2026-08-23,139,170.51,23701.28,upcoming
V00980,P100100,BP,RSU,2026-08-23,205,175.13,35902.06,upcoming
V00145,P100409,Vodafone,RSU,2026-08-24,179,151.55,27126.76,upcoming
V00392,P100381,BP,RSU,2026-08-25,21,135.83,2852.42,upcoming
V00822,P100375,SAP,RSU,2026-08-26,80,111.89,8951.55,upcoming
V01390,P100427,Unilever,SAYE,2026-08-27,117,37.77,4419.58,upcoming
V01038,P100281,AstraZeneca,SAYE,2026-08-27,61,32.4,1976.7,upcoming
V01744,P100103,Vodafone,RSU,2026-08-27,88,183.68,16163.78,upcoming
V00890,P100172,AstraZeneca,SAYE,2026-08-27,170,40.69,6916.47,upcoming
V01736,P100343,DHL,RSU,2026-08-28,177,130.72,23136.79,upcoming
V00955,P100111,AstraZeneca,RSU,2026-08-29,58,91.73,5320.21,upcoming
V01733,P100374,SAP,RSU,2026-08-29,32,85.67,2741.58,upcoming
V00343,P100296,Vodafone,RSU,2026-08-30,113,158.3,17888.41,upcoming
V01500,P100389,Unilever,ESPP,2026-08-30,163,81.37,13263.09,upcoming
V01888,P100208,SAP,RSU,2026-08-31,204,206.66,42159.13,upcoming
V01323,P100017,SAP,RSU,2026-08-31,73,73.33,5352.82,upcoming
V01029,P100172,AstraZeneca,RSU,2026-09-01,54,134.08,7240.55,upcoming
V00212,P100011,BP,RSU,2026-09-01,103,110.73,11404.84,upcoming
V00793,P100411,Siemens,ESPP,2026-09-02,51,28.21,1438.57,upcoming
V00556,P100310,Coca-Cola,ESPP,2026-09-02,42,18.0,756.1,upcoming
V00511,P100425,Unilever,RSU,2026-09-03,198,200.04,39607.66,upcoming
V00856,P100055,Novartis,RSU,2026-09-03,118,130.47,15395.74,upcoming
V01631,P100250,Siemens,RSU,2026-09-03,157,160.16,25145.65,upcoming
V00811,P100388,SAP,ESPP,2026-09-03,50,16.41,820.31,upcoming
V01471,P100431,Novartis,SAYE,2026-09-04,72,26.13,1881.19,upcoming
V01416,P100210,Siemens,RSU,2026-09-04,156,173.08,27001.19,upcoming
V01548,P100422,SAP,RSU,2026-09-05,170,115.9,19703.58,upcoming
V00568,P100461,SAP,RSU,2026-09-05,42,130.04,5461.8,upcoming
V00597,P100175,SAP,SAYE,2026-09-06,229,23.42,5362.44,upcoming
V01807,P100211,DHL,ESPP,2026-09-06,225,52.63,11841.46,upcoming
V01344,P100207,Siemens,RSU,2026-09-06,217,128.74,27936.72,upcoming
V00108,P100018,Unilever,RSU,2026-09-06,59,130.8,7717.46,upcoming
V00688,P100001,Coca-Cola,SAYE,2026-09-06,180,27.88,5019.07,upcoming
V01852,P100012,Siemens,RSU,2026-09-07,190,141.52,26888.76,upcoming
V01618,P100132,DHL,ESPP,2026-09-07,162,36.85,5970.39,upcoming
V01439,P100168,Barclays,RSU,2026-09-07,139,218.36,30352.47,upcoming
V01817,P100434,SAP,RSU,2026-09-08,129,181.22,23377.16,upcoming
V00036,P100311,Coca-Cola,RSU,2026-09-08,201,90.01,18091.01,upcoming
V01725,P100221,Coca-Cola,RSU,2026-09-08,13,202.16,2628.09,upcoming
V01123,P100095,Siemens,RSU,2026-09-08,34,213.57,7261.39,upcoming
V00490,P100310,Coca-Cola,RSU,2026-09-09,82,136.69,11208.48,upcoming
V01575,P100177,Vodafone,ESPP,2026-09-10,49,43.43,2128.0,upcoming
V00037,P100017,SAP,SAYE,2026-09-10,234,25.73,6021.03,upcoming
V00618,P100388,SAP,ESPP,2026-09-10,132,31.23,4122.36,upcoming
V00127,P100062,DHL,RSU,2026-09-10,34,171.21,5821.01,upcoming
V01028,P100401,BP,RSU,2026-09-10,205,189.88,38926.19,upcoming
V00070,P100012,Siemens,SAYE,2026-09-10,222,29.96,6651.94,upcoming
V01557,P100107,AstraZeneca,RSU,2026-09-10,162,173.04,28032.21,upcoming
V00672,P100416,SAP,RSU,2026-09-11,19,165.29,3140.42,upcoming
V01856,P100355,DHL,RSU,2026-09-11,90,125.91,11331.73,upcoming
V01096,P100430,BP,RSU,2026-09-11,176,153.03,26932.42,upcoming
V00686,P100090,SAP,RSU,2026-09-11,120,192.26,23071.66,upcoming
V00845,P100381,BP,ESPP,2026-09-12,184,56.74,10440.47,upcoming
V00389,P100066,DHL,ESPP,2026-09-12,136,35.76,4863.39,upcoming
V00873,P100229,SAP,RSU,2026-09-13,214,71.38,15275.48,upcoming
V00975,P100366,Novartis,RSU,2026-09-14,149,212.37,31642.76,upcoming
V00001,P100159,Novartis,RSU,2026-09-14,144,140.6,20246.55,upcoming
V00745,P100100,BP,SAYE,2026-09-14,176,21.41,3768.72,upcoming
V01424,P100419,BP,RSU,2026-09-15,239,91.75,21927.61,upcoming
V01758,P100096,Barclays,RSU,2026-09-16,194,93.7,18177.15,upcoming
V00415,P100020,Novartis,SAYE,2026-09-16,115,9.79,1126.34,upcoming
V00430,P100201,Vodafone,RSU,2026-09-16,67,157.35,10542.23,upcoming
V01546,P100306,Barclays,SAYE,2026-09-16,187,33.64,6291.54,upcoming
V01190,P100293,SAP,SAYE,2026-09-16,226,20.84,4709.87,upcoming
V01378,P100153,DHL,RSU,2026-09-16,27,89.31,2411.34,upcoming
V00218,P100128,SAP,RSU,2026-09-16,194,189.9,36840.8,upcoming
V01716,P100437,Coca-Cola,SAYE,2026-09-17,100,37.24,3724.16,upcoming
V00900,P100447,DHL,RSU,2026-09-17,147,126.96,18663.84,upcoming
V01003,P100215,Novartis,ESPP,2026-09-17,200,84.89,16977.36,upcoming
V01420,P100238,SAP,SAYE,2026-09-18,184,9.36,1721.94,upcoming
V00197,P100198,AstraZeneca,SAYE,2026-09-18,139,16.99,2361.68,upcoming
V00915,P100331,AstraZeneca,ESPP,2026-09-19,204,82.78,16888.0,upcoming
V00216,P100233,DHL,RSU,2026-09-20,99,134.42,13307.21,upcoming
V00233,P100189,AstraZeneca,ESPP,2026-09-20,136,41.65,5664.67,upcoming
V01711,P100245,Unilever,RSU,2026-09-21,105,157.15,16501.09,upcoming
V00198,P100430,BP,RSU,2026-09-21,174,117.74,20487.53,upcoming
V00422,P100181,BP,ESPP,2026-09-21,245,15.24,3733.94,upcoming
V00854,P100102,AstraZeneca,RSU,2026-09-21,202,160.34,32388.71,upcoming
V00913,P100183,Barclays,SAYE,2026-09-21,108,28.32,3058.37,upcoming
V01837,P100008,SAP,SAYE,2026-09-22,153,17.89,2737.65,upcoming
V01556,P100046,Barclays,RSU,2026-09-22,22,145.04,3190.88,upcoming
V01145,P100094,Barclays,RSU,2026-09-24,60,201.02,12061.33,upcoming
V00483,P100253,AstraZeneca,RSU,2026-09-25,168,101.81,17103.7,upcoming
V00076,P100238,SAP,RSU,2026-09-26,131,71.79,9404.66,upcoming
V00331,P100267,SAP,RSU,2026-09-26,54,181.42,9796.59,upcoming
V01225,P100010,Barclays,ESPP,2026-09-26,155,42.46,6581.98,upcoming
V00414,P100334,SAP,RSU,2026-09-27,204,87.9,17932.15,upcoming
V01865,P100394,SAP,RSU,2026-09-27,195,205.57,40085.52,upcoming
V01677,P100317,Siemens,RSU,2026-09-28,80,110.27,8821.73,upcoming
V00017,P100092,Coca-Cola,ESPP,2026-09-28,173,21.14,3657.91,upcoming
V00665,P100435,AstraZeneca,RSU,2026-09-28,13,163.36,2123.66,upcoming
V00110,P100183,Barclays,ESPP,2026-09-29,140,47.51,6650.91,upcoming
V01740,P100335,DHL,RSU,2026-09-30,180,206.37,37147.46,upcoming
V01255,P100056,Coca-Cola,ESPP,2026-09-30,62,19.4,1202.8,upcoming
V00054,P100385,Vodafone,ESPP,2026-10-01,246,47.1,11587.12,upcoming
V01690,P100304,Unilever,RSU,2026-10-02,198,107.25,21235.53,upcoming
